transaction_id,category,budget,amount,category_match,quantity_match,time_match,merchant_trust,historical_success,previous_violations,intent_similarity,violation_type,authorized
TXN02711,headphones,56132,50537,1,1,1,0.94,0.79,0,0.92,none,1
TXN02712,books,67595,40667,1,1,1,0.45,0.86,5,0.92,none,1
TXN02713,laptop,51752,22960,1,1,1,0.59,0.58,1,0.94,none,1
TXN02714,books,53403,48031,1,0,1,0.75,0.91,5,0.52,quantity_violation,0
TXN02715,headphones,19218,15107,1,1,1,0.34,0.79,4,0.88,none,1
TXN02716,smartphone,72442,56356,1,1,1,0.61,0.64,1,0.84,none,1
TXN02717,laptop,10139,4197,1,1,1,0.95,0.81,0,0.89,none,1
TXN02718,headphones,67711,24109,1,1,1,1.0,0.89,1,0.9,none,1
TXN02719,headphones,55877,54538,1,1,1,0.84,0.86,1,0.89,none,1
TXN02720,books,97670,29716,1,1,1,0.6,0.9,4,0.85,none,1
TXN02721,groceries,77980,93941,1,1,1,0.79,0.72,5,0.32,budget_violation,0
TXN02722,smartphone,89417,86765,1,1,1,0.51,0.99,4,0.94,none,1
TXN02723,smartphone,37998,26443,1,1,1,0.98,0.67,3,0.92,none,1
TXN02724,smartphone,81862,55422,1,1,1,0.43,0.62,4,0.91,none,1
TXN02725,hotel,31408,20692,1,1,1,0.84,0.8,1,0.96,none,1
TXN02726,headphones,91929,75222,1,1,1,0.63,0.72,3,0.89,none,1
TXN02727,laptop,51641,49972,1,1,1,0.49,0.53,0,0.87,none,1
TXN02728,laptop,14494,12981,1,1,1,0.92,0.75,5,0.93,none,1
TXN02729,smartphone,44066,39102,1,1,0,0.38,0.43,4,0.69,time_violation,0
TXN02730,groceries,83681,78653,1,1,0,0.44,0.71,4,0.22,time_violation,0
TXN02731,smartphone,60540,46273,0,1,1,0.72,0.65,1,0.53,category_mismatch,0
TXN02732,hotel,40209,21245,1,1,1,0.96,0.8,0,0.89,none,1
TXN02733,flight,75048,61214,1,1,0,0.36,0.65,0,0.41,time_violation,0
TXN02734,smartphone,95271,88224,1,1,1,0.9,0.5,3,0.88,none,1
TXN02735,headphones,3038,2039,1,1,1,0.89,0.54,0,0.89,none,1
TXN02736,headphones,56217,35996,1,0,1,0.45,0.88,3,0.52,quantity_violation,0
TXN02737,headphones,85138,71535,1,1,1,0.91,0.94,0,0.29,merchant_violation,0
TXN02738,hotel,87759,35088,1,1,1,0.41,0.93,1,0.88,none,1
TXN02739,laptop,77751,76072,0,1,1,0.62,0.55,1,0.48,category_mismatch,0
TXN02740,hotel,75694,66311,1,1,1,0.95,0.44,4,0.88,none,1
TXN02741,books,1100,683,1,0,1,0.52,0.91,5,0.35,quantity_violation,0
TXN02742,flight,47512,29833,1,1,0,0.83,0.82,3,0.59,time_violation,0
TXN02743,hotel,90085,84396,0,1,1,0.88,0.56,4,0.47,category_mismatch,0
TXN02744,smartphone,47173,32972,1,1,1,1.0,0.55,2,0.86,none,1
TXN02745,groceries,54885,53807,0,1,1,0.46,0.42,3,0.6,category_mismatch,0
TXN02746,groceries,38185,14912,1,1,1,0.71,0.74,3,0.99,none,1
TXN02747,headphones,18680,18043,1,1,1,0.43,0.71,1,0.83,none,1
TXN02748,groceries,74882,23045,1,1,1,0.59,0.44,3,0.99,none,1
TXN02749,groceries,24189,16653,1,0,1,0.99,0.95,4,0.53,quantity_violation,0
TXN02750,headphones,78068,56383,1,1,1,0.97,0.73,1,0.86,none,1
TXN02751,books,53404,33366,1,1,1,0.65,0.77,2,0.98,none,1
TXN02752,groceries,2619,1238,1,1,1,0.67,0.43,2,0.98,none,1
TXN02753,shoes,13536,9775,1,1,1,0.82,0.99,4,0.82,none,1
TXN02754,headphones,53750,92589,1,1,1,0.5,0.43,5,0.55,budget_violation,0
TXN02755,groceries,20240,16334,1,1,1,0.96,0.97,2,0.95,none,1
TXN02756,shoes,5424,4402,1,1,1,0.69,0.53,0,0.8,none,1
TXN02757,books,43126,31699,1,1,1,0.32,0.77,3,0.52,merchant_violation,0
TXN02758,groceries,39944,25900,0,1,1,0.31,0.77,5,0.52,category_mismatch,0
TXN02759,laptop,68972,63166,1,0,1,0.32,0.96,3,0.41,quantity_violation,0
TXN02760,smartphone,82577,57068,1,1,1,0.73,0.48,4,0.99,none,1
TXN02761,laptop,86070,48114,1,1,1,0.67,0.93,0,0.89,none,1
TXN02762,flight,33244,10037,1,1,1,0.73,0.65,4,0.89,none,1
TXN02763,flight,63952,59141,1,0,1,0.3,0.55,2,0.45,quantity_violation,0
TXN02764,smartphone,94168,92490,0,1,1,0.76,0.69,4,0.36,category_mismatch,0
TXN02765,groceries,13705,10211,1,1,0,0.44,0.5,3,0.7,time_violation,0
TXN02766,flight,9140,14790,1,1,1,0.83,0.51,0,0.27,budget_violation,0
TXN02767,flight,82528,58485,1,1,1,0.81,0.75,4,0.9,none,1
TXN02768,shoes,61243,53029,1,0,1,0.87,0.91,2,0.34,quantity_violation,0
TXN02769,books,38566,11572,1,1,1,0.49,0.66,3,0.95,none,1
TXN02770,groceries,17865,9301,1,1,1,0.35,0.98,0,0.94,none,1
TXN02771,books,55203,46600,1,1,1,0.73,0.87,5,0.81,none,1
TXN02772,flight,12773,5967,1,1,1,0.76,0.92,4,0.87,none,1
TXN02773,hotel,47094,46157,1,1,1,0.33,0.89,4,0.96,none,1
TXN02774,laptop,46129,37797,1,1,1,0.81,0.88,2,0.98,none,1
TXN02775,books,35153,24473,1,1,1,0.56,0.76,0,0.66,merchant_violation,0
TXN02776,laptop,85752,54105,1,1,1,0.34,0.41,1,0.98,none,1
TXN02777,laptop,94955,87828,1,1,1,0.38,0.57,0,1.0,none,1
TXN02778,shoes,80194,64018,1,1,1,0.4,0.45,4,0.8,none,1
TXN02779,shoes,78144,65505,1,1,1,0.84,0.84,0,0.85,none,1
TXN02780,flight,72301,56332,1,1,1,0.5,0.98,5,0.8,none,1
TXN02781,books,71015,28838,1,1,1,0.53,0.76,2,0.82,none,1
TXN02782,groceries,38025,30287,1,1,1,0.44,0.52,1,0.87,none,1
TXN02783,groceries,18321,14701,0,1,1,0.63,0.56,0,0.45,category_mismatch,0
TXN02784,laptop,57623,37680,1,1,1,0.98,0.74,0,0.92,none,1
TXN02785,laptop,90063,64812,1,1,1,0.73,0.72,5,0.96,none,1
TXN02786,hotel,30144,25332,0,1,1,0.94,0.89,3,0.25,category_mismatch,0
TXN02787,flight,71400,55723,1,0,1,0.54,0.88,1,0.29,quantity_violation,0
TXN02788,smartphone,15606,9087,1,1,1,0.51,0.67,5,0.93,none,1
TXN02789,headphones,20233,16192,0,1,1,0.63,0.4,3,0.68,category_mismatch,0
TXN02790,flight,94214,81325,1,1,0,0.97,0.43,4,0.54,time_violation,0
TXN02791,headphones,84961,30241,1,1,1,0.83,0.57,5,0.81,none,1
TXN02792,flight,96577,68628,1,0,1,0.85,0.88,3,0.27,quantity_violation,0
TXN02793,groceries,24567,16901,1,1,1,0.3,0.54,0,0.27,merchant_violation,0
TXN02794,groceries,10656,5443,1,1,1,0.39,0.69,4,0.98,none,1
TXN02795,laptop,29322,19406,1,1,1,0.33,0.96,0,0.88,none,1
TXN02796,laptop,52934,31960,1,1,1,0.31,0.43,5,0.91,none,1
TXN02797,smartphone,85800,41714,1,1,1,0.31,0.73,0,0.8,none,1
TXN02798,shoes,77892,139530,1,1,1,0.34,0.84,5,0.21,budget_violation,0
TXN02799,flight,18728,12538,1,0,1,0.78,0.86,3,0.58,quantity_violation,0
TXN02800,books,92241,42604,1,1,1,0.38,0.79,1,0.99,none,1
TXN02801,laptop,7493,5045,1,1,1,0.33,0.92,3,0.87,none,1
TXN02802,books,39702,19074,1,1,1,0.49,0.78,1,0.81,none,1
TXN02803,hotel,98932,71575,1,1,1,0.79,0.96,1,0.9,none,1
TXN02804,smartphone,74064,41504,1,1,1,0.68,0.63,5,0.38,merchant_violation,0
TXN02805,shoes,38144,34012,1,1,1,0.83,0.64,3,0.83,none,1
TXN02806,headphones,79265,44364,1,1,1,0.39,0.77,0,0.86,none,1
TXN02807,groceries,50792,28000,1,1,0,0.59,0.48,4,0.41,time_violation,0
TXN02808,books,2374,2086,0,1,1,0.93,0.64,1,0.3,category_mismatch,0
TXN02809,smartphone,48968,15621,1,1,1,0.56,0.52,0,0.81,none,1
TXN02810,shoes,90049,86968,1,1,1,0.6,0.89,2,0.88,none,1
TXN02811,flight,70017,24035,1,1,1,0.39,0.55,0,0.84,none,1
TXN02812,flight,41316,20068,1,1,1,0.8,0.98,5,0.95,none,1
TXN02813,shoes,13723,7189,1,1,1,0.96,0.95,4,0.81,none,1
TXN02814,books,17136,13961,1,1,1,0.83,0.96,5,0.92,none,1
TXN02815,groceries,57980,55412,1,1,1,0.89,0.64,1,0.89,none,1
TXN02816,groceries,17129,7474,1,1,1,0.53,0.76,2,0.93,none,1
TXN02817,books,52902,16126,1,1,1,0.78,0.43,1,0.99,none,1
TXN02818,books,63134,22860,1,1,1,0.49,0.91,5,0.82,none,1
TXN02819,headphones,22488,16106,1,0,1,0.47,0.51,1,0.55,quantity_violation,0
TXN02820,books,28879,11357,1,1,1,0.7,0.92,2,0.85,none,1
TXN02821,headphones,74488,39144,1,1,1,0.83,0.89,3,0.88,none,1
TXN02822,headphones,34854,33432,1,1,0,0.74,0.83,1,0.56,time_violation,0
TXN02823,flight,86420,53506,0,1,1,0.43,0.75,2,0.54,category_mismatch,0
TXN02824,laptop,9553,4129,1,1,1,0.83,0.51,2,0.86,none,1
TXN02825,shoes,39918,13948,1,1,1,0.71,0.49,4,0.8,none,1
TXN02826,books,44437,40144,1,1,1,0.53,0.56,2,0.83,none,1
TXN02827,groceries,8546,5211,1,1,1,0.61,0.81,4,0.81,none,1
TXN02828,shoes,17294,15466,1,1,0,0.99,0.53,1,0.29,time_violation,0
TXN02829,groceries,82974,33636,1,1,1,0.39,0.67,3,0.84,none,1
TXN02830,smartphone,55285,36176,1,1,1,0.97,0.97,3,0.99,none,1
TXN02831,books,4706,2870,1,1,1,0.45,0.62,1,0.88,none,1
TXN02832,laptop,44916,18803,1,1,1,0.65,0.58,5,0.86,none,1
TXN02833,laptop,84927,67571,1,1,1,0.81,0.48,3,0.85,none,1
TXN02834,groceries,63028,35092,1,1,1,0.42,0.67,1,0.87,none,1
TXN02835,laptop,57321,17749,1,1,1,0.33,0.82,1,0.96,none,1
TXN02836,flight,84138,72922,1,1,1,0.58,0.97,2,0.99,none,1
TXN02837,smartphone,38057,18537,1,1,1,0.72,0.79,1,0.82,none,1
TXN02838,shoes,77949,54526,1,1,1,0.64,0.74,4,0.94,none,1
TXN02839,smartphone,34775,27619,1,1,1,0.6,0.75,4,0.98,none,1
TXN02840,flight,2862,2055,1,1,1,0.86,0.52,3,0.96,none,1
TXN02841,groceries,39875,34796,0,1,1,0.98,0.55,3,0.25,category_mismatch,0
TXN02842,smartphone,21571,15315,1,1,1,0.95,0.72,5,0.81,none,1
TXN02843,smartphone,44194,30656,1,1,1,0.54,0.55,0,0.94,none,1
TXN02844,headphones,90791,74350,1,1,1,0.99,0.93,1,0.98,none,1
TXN02845,hotel,66235,58200,1,1,1,0.95,0.5,3,0.94,none,1
TXN02846,books,9416,7928,1,1,1,0.67,0.95,1,0.84,none,1
TXN02847,books,8577,5855,1,1,1,0.89,0.44,4,0.81,none,1
TXN02848,smartphone,96851,76296,1,0,1,0.56,0.58,5,0.69,quantity_violation,0
TXN02849,hotel,52303,39627,1,0,1,0.78,0.77,4,0.59,quantity_violation,0
TXN02850,groceries,26270,17840,1,1,1,0.98,0.91,3,0.83,none,1
TXN02851,groceries,16640,8813,1,1,1,0.92,0.65,3,0.4,merchant_violation,0
TXN02852,laptop,13970,7675,1,1,1,0.52,0.67,4,0.88,none,1
TXN02853,hotel,44325,42053,1,1,1,0.96,0.59,2,0.98,none,1
TXN02854,flight,14090,5924,1,1,1,0.63,0.56,0,0.81,none,1
TXN02855,books,45247,39206,1,1,1,0.87,0.91,2,0.94,none,1
TXN02856,flight,10344,5658,1,1,1,0.53,0.49,2,0.97,none,1
TXN02857,hotel,10006,7125,1,1,1,0.63,0.58,1,0.96,none,1
TXN02858,shoes,27422,25735,1,1,1,1.0,0.41,1,0.97,none,1
TXN02859,books,6491,4003,1,1,1,0.97,0.64,0,0.98,none,1
TXN02860,hotel,36098,27302,0,1,1,0.59,0.5,5,0.37,category_mismatch,0
TXN02861,laptop,71851,48447,1,1,1,0.32,0.77,2,0.95,none,1
TXN02862,shoes,36273,11189,1,1,1,0.84,0.78,4,0.9,none,1
TXN02863,books,76478,30166,1,1,1,0.49,0.99,4,0.85,none,1
TXN02864,shoes,48523,23737,1,1,1,0.31,0.59,0,0.89,none,1
TXN02865,flight,99764,82430,1,1,1,0.64,0.99,0,0.91,none,1
TXN02866,books,84914,38715,1,1,1,0.48,0.41,2,0.92,none,1
TXN02867,laptop,19396,11686,1,1,1,0.42,0.77,2,0.83,none,1
TXN02868,laptop,31574,17291,1,1,1,0.67,0.98,1,0.87,none,1
TXN02869,hotel,81022,25302,1,1,1,0.43,0.59,0,0.85,none,1
TXN02870,books,88161,44079,1,1,1,0.61,0.62,2,0.99,none,1
TXN02871,smartphone,87023,57386,1,1,1,0.6,0.56,5,0.9,none,1
TXN02872,headphones,27406,24043,1,1,1,0.39,0.76,5,0.46,merchant_violation,0
TXN02873,groceries,92269,88236,1,1,1,0.37,0.65,1,0.93,none,1
TXN02874,shoes,23061,13849,1,1,1,0.82,0.62,4,0.88,none,1
TXN02875,hotel,22724,20157,1,1,1,0.5,0.71,0,0.97,none,1
TXN02876,books,26227,14916,1,1,1,0.43,0.75,5,0.99,none,1
TXN02877,smartphone,49697,47791,1,1,1,0.86,0.45,4,0.45,merchant_violation,0
TXN02878,hotel,20225,17723,1,1,1,0.88,0.74,3,0.92,none,1
TXN02879,laptop,56103,26082,1,1,1,0.62,0.49,5,0.89,none,1
TXN02880,books,82877,58468,1,1,1,0.99,0.93,1,0.89,none,1
TXN02881,laptop,5707,4894,1,1,1,0.98,0.59,2,0.97,none,1
TXN02882,books,8291,5692,1,1,1,0.87,0.99,4,0.86,none,1
TXN02883,hotel,10253,6270,1,1,1,0.65,0.59,4,0.9,none,1
TXN02884,laptop,60301,37624,1,1,1,0.35,0.75,2,0.9,none,1
TXN02885,laptop,74115,41409,1,1,1,0.99,0.86,5,0.88,none,1
TXN02886,groceries,73080,56655,1,0,1,0.61,0.52,0,0.63,quantity_violation,0
TXN02887,laptop,90816,32284,1,1,1,0.47,0.64,0,0.84,none,1
TXN02888,laptop,83842,68478,1,1,1,0.68,0.88,0,0.83,none,1
TXN02889,groceries,86939,32063,1,1,1,0.84,0.89,0,0.93,none,1
TXN02890,books,1923,1099,1,1,1,0.83,0.98,0,0.97,none,1
TXN02891,laptop,60596,27487,1,1,1,0.85,0.75,1,0.88,none,1
TXN02892,shoes,30347,25229,1,1,1,0.89,0.8,4,0.65,merchant_violation,0
TXN02893,laptop,32799,10855,1,1,1,0.64,0.68,4,0.88,none,1
TXN02894,shoes,26035,20394,1,1,1,0.31,0.69,1,0.95,none,1
TXN02895,headphones,87271,39500,1,1,1,0.53,0.6,0,0.94,none,1
TXN02896,flight,58668,18944,1,1,1,0.39,0.46,3,0.92,none,1
TXN02897,shoes,68708,43403,1,0,1,0.52,0.99,4,0.3,quantity_violation,0
TXN02898,smartphone,41811,40786,1,1,0,0.76,0.82,1,0.67,time_violation,0
TXN02899,flight,7451,7415,1,1,1,0.38,0.78,3,0.61,merchant_violation,0
TXN02900,smartphone,98472,92482,1,1,0,0.62,0.67,0,0.64,time_violation,0
TXN02901,headphones,31424,16082,1,1,1,0.84,0.56,3,0.9,none,1
TXN02902,hotel,55003,38620,1,1,1,0.51,0.95,1,0.96,none,1
TXN02903,groceries,96109,92999,1,1,1,0.87,0.44,1,0.99,none,1
TXN02904,flight,63883,48104,1,1,0,0.45,0.47,4,0.67,time_violation,0
TXN02905,flight,60376,24881,1,1,1,0.94,0.8,5,0.89,none,1
TXN02906,smartphone,67721,46842,1,1,1,0.82,0.83,1,0.91,none,1
TXN02907,smartphone,44440,42006,1,1,1,0.76,0.79,1,0.85,none,1
TXN02908,hotel,12858,12791,1,1,1,0.56,0.73,5,0.95,none,1
TXN02909,shoes,77425,44313,1,1,1,0.96,0.95,2,0.86,none,1
TXN02910,groceries,62727,35888,1,1,1,0.81,0.61,5,0.91,none,1
TXN02911,hotel,86236,54662,1,1,0,0.95,0.96,0,0.41,time_violation,0
TXN02912,books,1385,1334,1,1,1,0.93,0.45,5,0.82,none,1
TXN02913,smartphone,85610,42862,1,1,1,1.0,0.54,2,0.97,none,1
TXN02914,books,51672,17620,1,1,1,0.71,0.89,1,0.94,none,1
TXN02915,books,38722,30812,0,1,1,0.8,0.48,3,0.34,category_mismatch,0
TXN02916,shoes,27382,8764,1,1,1,0.41,0.98,5,0.87,none,1
TXN02917,laptop,76384,54202,1,1,1,0.79,0.51,4,0.98,none,1
TXN02918,groceries,50428,19474,1,1,1,0.82,0.99,3,0.89,none,1
TXN02919,smartphone,1196,1044,1,0,1,0.94,0.57,0,0.27,quantity_violation,0
TXN02920,headphones,18516,18241,1,1,1,0.49,0.75,0,0.81,none,1
TXN02921,shoes,96053,57282,1,1,1,0.45,0.65,2,0.92,none,1
TXN02922,laptop,13292,8196,1,1,1,0.35,0.49,2,0.86,none,1
TXN02923,groceries,16767,25361,1,1,1,0.45,0.87,2,0.23,budget_violation,0
TXN02924,hotel,52832,31910,1,1,1,0.52,0.92,3,0.96,none,1
TXN02925,smartphone,73035,46941,1,1,1,0.39,0.53,4,0.92,none,1
TXN02926,flight,97346,55192,1,1,1,0.73,0.6,4,0.95,none,1
TXN02927,headphones,64696,36419,1,1,1,0.92,0.89,2,0.92,none,1
TXN02928,laptop,29355,28712,1,1,1,0.94,0.73,0,0.99,none,1
TXN02929,flight,45993,42123,0,1,1,0.85,0.56,2,0.66,category_mismatch,0
TXN02930,hotel,73001,29089,1,1,1,0.67,0.72,4,0.8,none,1
TXN02931,books,99963,53285,0,1,1,0.95,0.57,5,0.57,category_mismatch,0
TXN02932,smartphone,49993,25230,1,1,1,0.88,0.49,0,0.82,none,1
TXN02933,books,69941,49850,1,1,1,0.52,0.44,5,0.8,none,1
TXN02934,laptop,77436,36449,1,1,1,0.65,0.66,0,0.9,none,1
TXN02935,laptop,92536,51985,1,1,1,0.34,0.46,5,0.91,none,1
TXN02936,shoes,12242,8662,1,1,1,0.53,0.96,2,0.85,none,1
TXN02937,books,71105,52753,1,1,1,0.96,0.41,4,0.82,none,1
TXN02938,books,13755,11216,1,1,0,0.52,0.58,2,0.58,time_violation,0
TXN02939,laptop,54286,41050,1,1,1,0.3,0.92,4,0.93,none,1
TXN02940,shoes,95566,56345,1,0,1,0.82,0.41,0,0.23,quantity_violation,0
TXN02941,shoes,8108,5804,1,1,1,0.53,0.79,2,0.65,merchant_violation,0
TXN02942,laptop,89510,78917,1,1,1,0.42,0.84,0,0.86,none,1
TXN02943,headphones,4579,2913,1,1,1,0.37,0.45,2,0.95,none,1
TXN02944,headphones,3502,2494,1,1,0,0.47,0.91,4,0.27,time_violation,0
TXN02945,headphones,18908,33909,1,1,1,0.46,0.99,1,0.29,budget_violation,0
TXN02946,headphones,7185,2858,1,1,1,0.32,0.98,5,0.92,none,1
TXN02947,laptop,10899,6844,0,1,1,0.51,0.53,0,0.3,category_mismatch,0
TXN02948,headphones,48660,47573,1,1,0,0.38,0.53,1,0.57,time_violation,0
TXN02949,hotel,44979,26456,1,1,1,0.5,0.48,2,0.84,none,1
TXN02950,groceries,40112,20399,1,1,1,0.61,0.88,1,0.85,none,1
TXN02951,groceries,57282,49990,0,1,1,0.81,0.75,2,0.32,category_mismatch,0
TXN02952,books,84447,62285,1,1,1,0.91,0.55,5,0.91,none,1
TXN02953,flight,24245,21366,1,1,1,0.55,0.9,0,0.87,none,1
TXN02954,headphones,51285,29899,1,1,1,0.87,0.74,0,0.85,none,1
TXN02955,groceries,21670,10236,1,1,1,0.75,0.44,3,0.88,none,1
TXN02956,smartphone,35943,35757,1,1,1,0.45,0.64,4,0.94,none,1
TXN02957,headphones,38819,32771,1,1,1,0.96,0.95,3,0.89,none,1
TXN02958,flight,88414,69015,0,1,1,0.79,0.82,3,0.26,category_mismatch,0
TXN02959,flight,99033,59545,1,0,1,0.94,0.85,3,0.45,quantity_violation,0
TXN02960,headphones,40034,21654,1,1,0,0.75,0.92,5,0.67,time_violation,0
TXN02961,shoes,98641,93891,1,1,1,0.53,0.53,5,0.86,none,1
TXN02962,flight,66563,31447,1,1,1,0.7,0.65,0,0.88,none,1
TXN02963,headphones,39801,28384,1,1,1,0.47,0.77,4,0.96,none,1
TXN02964,smartphone,55431,46390,0,1,1,0.65,0.46,4,0.53,category_mismatch,0
TXN02965,books,12584,17904,1,1,1,0.45,0.48,0,0.44,budget_violation,0
TXN02966,headphones,1533,753,1,1,1,0.73,0.89,4,0.98,none,1
TXN02967,laptop,73867,42149,1,1,1,0.49,0.52,1,1.0,none,1
TXN02968,hotel,53197,38009,1,1,1,0.51,0.86,3,0.84,none,1
TXN02969,hotel,19894,19775,1,1,1,0.74,0.63,5,0.86,none,1
TXN02970,groceries,27884,12098,1,1,1,0.38,0.48,4,0.97,none,1
TXN02971,hotel,2487,1569,1,1,1,0.89,0.45,5,0.25,merchant_violation,0
TXN02972,groceries,93080,74745,1,1,1,0.7,0.45,3,0.89,none,1
TXN02973,laptop,54961,37675,1,1,1,0.45,0.53,0,0.81,none,1
TXN02974,groceries,15081,7748,1,1,1,0.58,0.83,4,0.5,merchant_violation,0
TXN02975,laptop,99874,61503,0,1,1,0.98,0.53,5,0.41,category_mismatch,0
TXN02976,books,87086,84464,1,1,1,0.49,0.88,2,0.81,none,1
TXN02977,hotel,12614,12216,1,1,1,0.91,0.7,1,0.81,none,1
TXN02978,hotel,72356,36555,1,1,0,0.5,0.79,4,0.53,time_violation,0
TXN02979,smartphone,4265,3531,1,0,1,0.95,0.94,0,0.28,quantity_violation,0
TXN02980,groceries,55656,32444,1,1,1,0.68,0.42,0,0.98,none,1
TXN02981,laptop,33302,58813,1,1,1,0.84,0.55,5,0.67,budget_violation,0
TXN02982,hotel,73550,73418,0,1,1,0.45,0.52,3,0.23,category_mismatch,0
TXN02983,books,75117,27591,1,1,1,0.89,0.96,0,0.84,none,1
TXN02984,groceries,8701,4780,1,1,0,0.79,0.45,3,0.26,time_violation,0
TXN02985,headphones,93461,90013,1,0,1,0.87,1.0,2,0.65,quantity_violation,0
TXN02986,laptop,22177,14737,1,1,1,0.86,0.45,0,0.82,none,1
TXN02987,books,83837,80007,0,1,1,0.95,0.45,4,0.31,category_mismatch,0
TXN02988,groceries,63447,35400,1,1,1,0.57,0.92,1,0.92,none,1
TXN02989,shoes,73628,26195,1,1,1,0.94,0.7,4,0.99,none,1
TXN02990,groceries,17005,16990,1,1,1,0.42,0.78,0,0.87,none,1
TXN02991,laptop,10979,3926,1,1,1,0.53,0.6,3,0.92,none,1
TXN02992,groceries,87755,118898,1,1,1,0.48,0.61,1,0.7,budget_violation,0
TXN02993,headphones,86981,45084,1,1,1,0.35,0.48,2,0.86,none,1
TXN02994,smartphone,93744,63742,1,1,1,0.79,0.57,4,0.98,none,1
TXN02995,flight,56826,28278,1,1,1,0.7,0.97,1,1.0,none,1
TXN02996,laptop,49397,35385,1,0,1,0.54,0.8,3,0.3,quantity_violation,0
TXN02997,flight,67173,62193,0,1,1,0.43,0.78,0,0.43,category_mismatch,0
TXN02998,groceries,53980,37923,1,0,1,0.32,0.63,0,0.44,quantity_violation,0
TXN02999,laptop,11879,6600,1,0,1,0.46,0.99,3,0.45,quantity_violation,0
TXN03000,groceries,24597,17772,1,1,1,0.87,0.93,0,0.68,merchant_violation,0
TXN03001,groceries,54631,18645,1,1,1,0.49,0.98,0,0.9,none,1
TXN03002,headphones,2010,840,1,1,1,0.65,0.47,2,0.97,none,1
TXN03003,headphones,19350,11107,1,1,1,0.42,0.49,0,0.47,merchant_violation,0
TXN03004,books,43826,29284,1,1,1,0.55,0.76,4,0.86,none,1
TXN03005,laptop,36772,23313,1,1,1,0.72,0.47,2,0.64,merchant_violation,0
TXN03006,smartphone,93344,62868,0,1,1,0.32,0.91,2,0.3,category_mismatch,0
TXN03007,books,20086,15988,1,1,1,0.95,0.4,3,0.34,merchant_violation,0
TXN03008,flight,65143,21409,1,1,1,0.83,0.71,0,0.83,none,1
TXN03009,laptop,10540,5809,1,0,1,0.5,0.92,2,0.32,quantity_violation,0
TXN03010,smartphone,81381,67655,1,1,1,0.85,0.71,0,0.99,none,1
TXN03011,hotel,38737,22738,1,1,1,0.62,0.84,5,0.83,none,1
TXN03012,laptop,23975,20068,1,1,1,0.95,0.53,3,0.31,merchant_violation,0
TXN03013,flight,66237,45801,1,1,1,0.8,0.41,1,0.89,none,1
TXN03014,smartphone,88508,80715,0,1,1,0.73,0.94,3,0.33,category_mismatch,0
TXN03015,shoes,95436,67091,1,1,1,0.52,0.6,2,0.99,none,1
TXN03016,books,49769,25593,1,1,1,0.84,0.73,2,0.84,none,1
TXN03017,laptop,55932,33612,1,1,1,0.75,0.81,2,0.98,none,1
TXN03018,groceries,2936,2376,1,1,1,0.57,0.65,1,0.85,none,1
TXN03019,hotel,49661,16401,1,1,1,0.58,0.49,3,0.82,none,1
TXN03020,shoes,55821,19446,1,1,1,0.71,0.73,1,0.87,none,1
TXN03021,laptop,68112,58674,1,1,0,0.73,0.5,4,0.62,time_violation,0
TXN03022,hotel,36304,30557,1,1,1,0.65,0.95,2,0.96,none,1
TXN03023,laptop,70665,43826,0,1,1,0.4,0.55,1,0.35,category_mismatch,0
TXN03024,laptop,5182,4429,1,1,0,0.52,0.83,2,0.32,time_violation,0
TXN03025,groceries,79689,53313,1,1,1,0.62,0.91,4,0.66,merchant_violation,0
TXN03026,groceries,23821,16535,1,1,1,0.57,0.5,1,0.87,none,1
TXN03027,laptop,32347,14524,1,1,1,0.76,0.77,2,0.94,none,1
TXN03028,hotel,48033,44390,0,1,1,0.53,0.72,1,0.46,category_mismatch,0
TXN03029,shoes,7041,5650,0,1,1,0.57,0.94,5,0.51,category_mismatch,0
TXN03030,smartphone,59015,38226,1,1,0,0.41,0.48,1,0.21,time_violation,0
TXN03031,smartphone,54381,51625,1,1,1,0.42,0.47,5,0.85,none,1
TXN03032,headphones,54230,24237,1,1,1,0.9,0.9,3,0.84,none,1
TXN03033,headphones,47524,46565,1,1,1,0.38,0.54,1,0.9,none,1
TXN03034,hotel,70682,61841,1,1,1,0.31,0.49,3,0.82,none,1
TXN03035,laptop,14925,11195,1,1,1,0.45,0.77,3,0.92,none,1
TXN03036,smartphone,80128,122964,1,1,1,0.43,0.75,2,0.42,budget_violation,0
TXN03037,groceries,20165,13879,1,0,1,0.8,0.57,3,0.23,quantity_violation,0
TXN03038,flight,47386,24468,1,1,1,0.81,0.75,4,0.96,none,1
TXN03039,headphones,30740,26543,1,0,1,0.98,0.48,1,0.24,quantity_violation,0
TXN03040,groceries,86313,54017,1,1,1,0.85,0.86,2,0.87,none,1
TXN03041,hotel,58814,52139,1,1,1,0.61,0.87,0,0.92,none,1
TXN03042,flight,26665,21052,1,1,1,0.37,0.45,3,0.99,none,1
TXN03043,groceries,56144,30204,1,1,1,0.54,0.8,5,0.98,none,1
TXN03044,groceries,9768,5666,1,1,1,0.36,0.82,2,0.44,merchant_violation,0
TXN03045,laptop,54317,46604,1,1,1,0.74,0.49,1,0.81,none,1
TXN03046,smartphone,52221,35665,1,1,1,0.95,0.41,5,0.97,none,1
TXN03047,groceries,27803,10977,1,1,1,0.44,0.69,4,0.87,none,1
TXN03048,headphones,10386,5867,1,1,1,0.75,0.83,5,0.9,none,1
